lead_id,account_id,email,first_touch_channel,first_touch_session_id,utm_source,utm_medium,campaign,landing_page,lead_score,lead_date,is_mql,converted_to_opp_date
LEAD-003845,ACC-00117,contato3844@damota.org.br,organic_search,SES-00122959,google,organic,(none),/lp/demo-gratis,53,2023-09-25,0,
LEAD-003846,ACC-00675,contato3845@ramosdarocha.com.br,organic_search,SES-00008311,google,organic,(none),/lp/demo-gratis,51,2023-09-25,0,
LEAD-003847,ACC-01218,contato3846@alves.org.br,organic_search,SES-00133025,google,organic,(not set),/lp/demo-gratis,61,2023-09-25,0,
LEAD-003848,ACC-01659,contato3847@jesus.org.br,organic_search,SES-00047693,google,organic,,/lp/demo-gratis,50,2023-09-25,0,
LEAD-003849,ACC-01277,contato3848@farias.org.br,organic_search,SES-00064832,google,organic,(none),/lp/demo-gratis,23,2023-09-25,0,
LEAD-003850,ACC-01282,contato3849@câmara.com.br,organic_search,SES-00090346,google,organic,,/lp/demo-gratis,29,2023-09-25,0,
LEAD-003851,ACC-01532,contato3850@piresmacedoe.com.br,email_marketing,SES-00039382,email,email,email_nurture_leads_2023,/webinar/integracao-erp-ao-vivo,25,2023-09-25,0,
LEAD-003852,ACC-01714,contato3851@teixeira.com.br,organic_search,SES-00079897,google,organic,,/lp/demo-gratis,46,2023-09-25,0,
LEAD-003853,ACC-01838,contato3852@cunhasilvas/.com.br,meta_ads,SES-00042390,facebook,paid_social,ig_gestores_b2b_q3,/lp/trial-30-dias,53,2023-09-25,0,
LEAD-003854,ACC-00065,contato3853@montenegro.com.br,webinar_evento,SES-00130738,webinar,evento,campanha_natal_2023,/lp/demo-gratis,27,2023-09-25,0,
LEAD-003855,ACC-00599,contato3854@dapaz.net.br,organic_search,SES-00058695,google,organic,(not set),/lp/demo-gratis,31,2023-09-25,0,
LEAD-003856,ACC-00998,contato3855@viana.org.br,linkedin_ads,SES-00114665,linkedin,paid_social,linkedin_decisores_ti_2023,/lp/comparativo-erp,31,2023-09-25,0,
LEAD-003857,ACC-00060,contato3856@azevedo.org.br,meta_ads,SES-00071371,facebook,paid_social,ig_gestores_b2b_q3,/lp/trial-30-dias,35,2023-09-25,0,
LEAD-003858,ACC-00615,contato3857@britos.a..org.br,paid_search,SES-00115332,google,cpc,google_branded_2023,/lp/roi-calculator,44,2023-09-25,0,
LEAD-003859,ACC-01134,contato3858@caldeiracard.org.br,organic_search,SES-00142641,google,organic,,/lp/demo-gratis,28,2023-09-25,0,
LEAD-003860,ACC-01354,contato3859@meloefilhos.com.br,organic_search,SES-00120994,google,organic,(none),/lp/demo-gratis,60,2023-09-25,0,
LEAD-003861,ACC-01754,contato3860@limaltda..com.br,organic_search,SES-00058284,google,organic,(none),/lp/demo-gratis,33,2023-09-25,0,
LEAD-003862,ACC-01916,contato3861@sousaltda..org.br,webinar_evento,SES-00060089,webinar,evento,bf-23,/lp/demo-gratis,39,2023-09-25,0,
LEAD-003863,ACC-00809,contato3862@fariasfogaça.org.br,meta_ads,SES-00089583,facebook,paid_social,ig_gestores_b2b_q3,/lp/trial-30-dias,56,2023-09-25,0,
LEAD-003864,ACC-00083,contato3863@fonsecalopes.com.br,meta_ads,SES-00053486,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,22,2023-09-25,0,
LEAD-003865,ACC-00577,contato3864@jesus.org.br,paid_search,SES-00081420,google,cpc,google_branded_2023,/lp/roi-calculator,42,2023-09-25,0,
LEAD-003866,ACC-01814,contato3865@costeladasne.net.br,paid_search,SES-00103442,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,57,2023-09-26,0,
LEAD-003867,ACC-01102,contato3866@novaes-me.com.br,paid_search,SES-00081655,google,cpc,pesquisa_concorrentes_q3_2023,/lp/roi-calculator,33,2023-09-26,0,
LEAD-003868,ACC-00555,contato3867@camargoefilh.com.br,organic_search,SES-00133842,google,organic,(not set),/lp/demo-gratis,23,2023-09-26,0,
LEAD-003869,ACC-01771,contato3868@sales.com.br,linkedin_ads,SES-00058860,linkedin,paid_social,linkedin_prospecao_q3_2023,/lp/comparativo-erp,24,2023-09-26,0,
LEAD-003870,ACC-00715,contato3869@cassiano.com.br,linkedin_ads,SES-00145528,linkedin,paid_social,linkedin_gestores_2023,/lp/comparativo-erp,29,2023-09-26,0,
LEAD-003871,ACC-00150,contato3870@dacunha-me.com.br,organic_search,SES-00070587,google,organic,,/lp/demo-gratis,46,2023-09-26,0,
LEAD-003872,ACC-01366,contato3871@pinto.org.br,organic_search,SES-00132871,google,organic,(not set),/lp/demo-gratis,37,2023-09-26,0,
LEAD-003873,ACC-00165,contato3872@peixotos/a.com.br,direct,SES-00087105,(direct),(none),(direct),/lp/comparativo-erp,44,2023-09-26,0,
LEAD-003874,ACC-00693,contato3873@fernandesltd.com.br,organic_search,SES-00114468,google,organic,,/lp/demo-gratis,31,2023-09-26,0,
LEAD-003875,ACC-00872,contato3874@aparecidarod.net.br,meta_ads,SES-00004251,facebook,paid_social,facebook_retargeting_2023,/lp/trial-30-dias,32,2023-09-26,0,
LEAD-003876,ACC-01938,contato3875@damotaefilho.net.br,meta_ads,SES-00105410,facebook,paid_social,meta_awareness_2023,/lp/trial-30-dias,39,2023-09-26,0,
LEAD-003877,ACC-01046,contato3876@duarte.net.br,organic_search,SES-00096291,google,organic,(not set),/lp/demo-gratis,47,2023-09-26,0,
LEAD-003878,ACC-00837,contato3877@caldeira.com.br,organic_search,SES-00121831,google,organic,(none),/lp/demo-gratis,28,2023-09-26,0,
LEAD-003879,ACC-00974,contato3878@pastor.com.br,paid_search,SES-00055135,google,cpc,google_branded_2023,/lp/roi-calculator,51,2023-09-26,0,
LEAD-003880,ACC-01681,contato3879@oliveiraefil.com.br,paid_search,SES-00006913,google,cpc,pesquisa_concorrentes_q3_2023,/lp/roi-calculator,42,2023-09-26,0,
LEAD-003881,ACC-00496,contato3880@mouras/a.org.br,webinar_evento,SES-00049711,webinar,evento,webinar_integracao_erp_2023,/lp/demo-gratis,53,2023-09-26,0,
LEAD-003882,ACC-01681,contato3881@oliveiraefil.com.br,email_marketing,SES-00055711,email,email,email_nurture_leads_2023,/webinar/integracao-erp-ao-vivo,56,2023-09-26,0,
LEAD-003883,ACC-01532,contato3882@piresmacedoe.com.br,organic_search,SES-00096731,google,organic,(none),/lp/demo-gratis,42,2023-09-26,0,
LEAD-003884,ACC-01721,contato3883@daconceiçãom.com.br,linkedin_ads,SES-00000184,linkedin,paid_social,linkedin_prospecao_q3_2023,/lp/comparativo-erp,28,2023-09-26,0,
LEAD-003885,ACC-00002,contato3884@carvalhosous.com.br,paid_search,SES-00118172,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,12,2023-09-26,0,
LEAD-003886,ACC-00704,contato3885@silveiras/a.com.br,paid_search,SES-00041481,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,21,2023-09-26,0,
LEAD-003887,ACC-01054,contato3886@mendonçadaco.com.br,organic_search,SES-00070660,google,organic,(none),/lp/demo-gratis,45,2023-09-26,0,
LEAD-003888,ACC-00847,contato3887@santos.com.br,paid_search,SES-00146438,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,43,2023-09-26,0,
LEAD-003889,ACC-00477,contato3888@darosagarcia.org.br,organic_search,SES-00131840,google,organic,(not set),/lp/demo-gratis,18,2023-09-26,0,
LEAD-003890,ACC-01925,contato3889@rios.com.br,organic_search,SES-00091426,google,organic,(not set),/lp/demo-gratis,22,2023-09-26,0,
LEAD-003891,ACC-00023,contato3890@vieirarodrig.com.br,email_marketing,SES-00134023,email,email,newsletter_mensal_09_2023,/webinar/integracao-erp-ao-vivo,52,2023-09-26,0,
LEAD-003892,ACC-01359,contato3891@marques-me.com.br,linkedin_ads,SES-00107209,linkedin,paid_social,lkd_awareness_2023,/lp/comparativo-erp,42,2023-09-26,0,
LEAD-003893,ACC-01704,contato3892@abreuaraújo-.com.br,meta_ads,SES-00143141,facebook,paid_social,meta_awareness_2023,/lp/trial-30-dias,28,2023-09-27,0,
LEAD-003894,ACC-00200,contato3893@piresrodrigu.com.br,paid_search,SES-00121895,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,41,2023-09-27,0,
LEAD-003895,ACC-01877,contato3894@barbosa.com.br,direct,SES-00051092,(direct),(none),(not set),/lp/comparativo-erp,35,2023-09-27,0,
LEAD-003896,ACC-00908,contato3895@montenegroef.com.br,organic_search,SES-00127534,google,organic,,/lp/demo-gratis,62,2023-09-27,0,
LEAD-003897,ACC-01321,contato3896@damotas.a..com.br,organic_search,SES-00133240,google,organic,,/lp/demo-gratis,46,2023-09-27,0,
LEAD-003898,ACC-01769,contato3897@freitasfreit.com.br,organic_search,SES-00063130,google,organic,,/lp/demo-gratis,48,2023-09-27,0,
LEAD-003899,ACC-00033,contato3898@cardosoribei.com.br,linkedin_ads,SES-00069847,linkedin,paid_social,linkedin_prospecao_q3_2023,/lp/comparativo-erp,31,2023-09-27,0,
LEAD-003900,ACC-01083,contato3899@nunesnogueir.com.br,organic_search,SES-00099833,google,organic,(none),/lp/demo-gratis,39,2023-09-27,0,
LEAD-003901,ACC-00143,contato3900@campossilvei.com.br,organic_search,SES-00035980,google,organic,(none),/lp/demo-gratis,30,2023-09-27,0,
LEAD-003902,ACC-01453,contato3901@cavalcanti.com.br,webinar_evento,SES-00007150,webinar,evento,campanha-natal-2023,/lp/demo-gratis,29,2023-09-27,0,
LEAD-003903,ACC-01886,contato3902@dacruzmendes.net.br,paid_search,SES-00096652,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,58,2023-09-27,0,
LEAD-003904,ACC-00365,contato3903@cavalcanti.net.br,email_marketing,SES-00104627,email,email,email_nurture_leads_2023,/webinar/integracao-erp-ao-vivo,24,2023-09-27,0,
LEAD-003905,ACC-01763,contato3904@casagrandelt.net.br,paid_search,SES-00033272,google,cpc,pesquisa_concorrentes_q3_2023,/lp/roi-calculator,39,2023-09-27,0,
LEAD-003906,ACC-01694,contato3905@garcia.com.br,organic_search,SES-00140537,google,organic,(none),/lp/demo-gratis,29,2023-09-27,0,
LEAD-003907,ACC-00304,contato3906@silveira.com.br,email_marketing,SES-00032486,email,email,email_nurture_leads_2023,/webinar/integracao-erp-ao-vivo,29,2023-09-27,0,
LEAD-003908,ACC-01408,contato3907@borges.com.br,meta_ads,SES-00081768,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,34,2023-09-27,0,
LEAD-003909,ACC-01994,contato3908@damota.org.br,meta_ads,SES-00081882,facebook,paid_social,ig_gestores_b2b_q3,/lp/trial-30-dias,25,2023-09-27,0,
LEAD-003910,ACC-00891,contato3909@camposaparec.com.br,meta_ads,SES-00006699,facebook,paid_social,facebook_retargeting_2023,/lp/trial-30-dias,45,2023-09-27,0,
LEAD-003911,ACC-01706,contato3910@pachecomorae.net.br,organic_search,SES-00002473,google,organic,(none),/lp/demo-gratis,36,2023-09-27,0,
LEAD-003912,ACC-01716,contato3911@rocha.com.br,linkedin_ads,SES-00119801,linkedin,paid_social,linkedin_prospeccao_q3_2023,/lp/comparativo-erp,45,2023-09-27,0,
LEAD-003913,ACC-00541,contato3912@duartegarcia.org.br,webinar_evento,SES-00010985,webinar,evento,bf-23,/lp/demo-gratis,24,2023-09-27,0,
LEAD-003914,ACC-00200,contato3913@piresrodrigu.com.br,organic_search,SES-00089290,google,organic,(none),/lp/demo-gratis,23,2023-09-27,0,
LEAD-003915,ACC-00986,contato3914@aragãomoura-.org.br,paid_search,SES-00102283,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,19,2023-09-28,0,
LEAD-003916,ACC-01972,contato3915@casagrandeda.com.br,meta_ads,SES-00066688,facebook,paid_social,facebook_retargeting_2023,/lp/trial-30-dias,33,2023-09-28,0,
LEAD-003917,ACC-01086,contato3916@moreiras.a..org.br,organic_search,SES-00083574,google,organic,(not set),/lp/demo-gratis,32,2023-09-28,0,
LEAD-003918,ACC-01367,contato3917@ramosnovaise.net.br,organic_search,SES-00145542,google,organic,(not set),/lp/demo-gratis,40,2023-09-28,0,
LEAD-003919,ACC-01394,contato3918@siqueira-me.com.br,paid_search,SES-00147365,google,cpc,pesquisa_concorrentes_q3_2023,/lp/roi-calculator,48,2023-09-28,0,
LEAD-003920,ACC-00212,contato3919@almeida.com.br,organic_search,SES-00099421,google,organic,(none),/lp/demo-gratis,10,2023-09-28,0,
LEAD-003921,ACC-00431,contato3920@mendes.com.br,organic_search,SES-00121647,google,organic,,/lp/demo-gratis,23,2023-09-28,0,
LEAD-003922,ACC-01257,contato3921@leão.org.br,direct,SES-00037359,(direct),(none),(direct),/lp/comparativo-erp,33,2023-09-28,0,
LEAD-003923,ACC-01016,contato3922@caldeiraltda.com.br,direct,SES-00014312,(direct),(none),(direct),/lp/comparativo-erp,42,2023-09-28,0,
LEAD-003924,ACC-01518,contato3923@sampaio.com.br,linkedin_ads,SES-00054422,linkedin,paid_social,lkd_awareness_2023,/lp/comparativo-erp,29,2023-09-28,0,
LEAD-003925,ACC-01732,contato3924@gonçalvess.a.com.br,meta_ads,SES-00024512,facebook,paid_social,meta_awareness_2023,/lp/trial-30-dias,55,2023-09-28,0,
LEAD-003926,ACC-01994,contato3925@damota.org.br,meta_ads,SES-00079478,facebook,paid_social,ig_gestores_b2b_q3,/lp/trial-30-dias,53,2023-09-28,0,
LEAD-003927,ACC-01684,contato3926@camposefilho.com.br,organic_search,SES-00077428,google,organic,(not set),/lp/demo-gratis,22,2023-09-28,0,
LEAD-003928,ACC-00268,contato3927@dasneves.net.br,organic_search,SES-00125366,google,organic,(none),/lp/demo-gratis,14,2023-09-28,0,
LEAD-003929,ACC-01097,contato3928@aragão.org.br,webinar_evento,SES-00039343,webinar,evento,bf-23,/lp/demo-gratis,57,2023-09-28,0,
LEAD-003930,ACC-01448,contato3929@novais.net.br,organic_search,SES-00062665,google,organic,(none),/lp/demo-gratis,25,2023-09-28,0,
LEAD-003931,ACC-01405,contato3930@castro.com.br,direct,SES-00046706,(direct),(none),(direct),/lp/comparativo-erp,37,2023-09-28,0,
LEAD-003932,ACC-00868,contato3931@câmara.com.br,paid_search,SES-00065418,google,cpc,pesquisa_concorrentes_q3_2023,/lp/roi-calculator,31,2023-09-28,0,
LEAD-003933,ACC-01314,contato3932@pinto.com.br,meta_ads,SES-00122256,facebook,paid_social,facebook_retargeting_2023,/lp/trial-30-dias,51,2023-09-28,0,
LEAD-003934,ACC-00385,contato3933@barbosa.net.br,linkedin_ads,SES-00022209,linkedin,paid_social,linkedin_gestores_2023,/lp/comparativo-erp,38,2023-09-28,0,
LEAD-003935,ACC-00087,contato3934@correialeãoe.com.br,paid_search,SES-00145274,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,38,2023-09-28,0,
LEAD-003936,ACC-00467,contato3935@andradeefilh.com.br,linkedin_ads,SES-00021451,linkedin,paid_social,linkedin_prospecao_q3_2023,/lp/comparativo-erp,41,2023-09-28,0,
LEAD-003937,ACC-01494,contato3936@lima.net.br,email_marketing,SES-00115522,email,email,campanha_email_09-2023,/webinar/integracao-erp-ao-vivo,43,2023-09-28,0,
LEAD-003938,ACC-01420,contato3937@sales.net.br,organic_search,SES-00002350,google,organic,(not set),/lp/demo-gratis,53,2023-09-28,0,
LEAD-003939,ACC-00318,contato3938@ramos-me.com.br,organic_search,SES-00142204,google,organic,(not set),/lp/demo-gratis,21,2023-09-29,0,
LEAD-003940,ACC-01693,contato3939@diass.a..net.br,organic_search,SES-00085610,google,organic,,/lp/demo-gratis,23,2023-09-29,0,
LEAD-003941,ACC-00896,contato3940@darochaefilh.org.br,organic_search,SES-00016556,google,organic,(none),/lp/demo-gratis,17,2023-09-29,0,
LEAD-003942,ACC-01081,contato3941@freitas.com.br,paid_search,SES-00051485,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,37,2023-09-29,0,
LEAD-003943,ACC-01951,contato3942@araújobritol.org.br,linkedin_ads,SES-00121780,linkedin,paid_social,linkedin_decisores_ti_2023,/lp/comparativo-erp,26,2023-09-29,0,
LEAD-003944,ACC-00629,contato3943@siqueira.com.br,webinar_evento,SES-00133459,webinar,evento,webinar_integracao_erp_2023,/lp/demo-gratis,33,2023-09-29,0,
LEAD-003945,ACC-01786,contato3944@monteiro.net.br,webinar_evento,SES-00025082,webinar,evento,bf-23,/lp/demo-gratis,40,2023-09-29,0,
LEAD-003946,ACC-00907,contato3945@daluzsiqueir.net.br,paid_search,SES-00042038,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,56,2023-09-29,0,
LEAD-003947,ACC-01874,contato3946@teixeiraltda.com.br,organic_search,SES-00010341,google,organic,,/lp/demo-gratis,46,2023-09-29,0,
LEAD-003948,ACC-00092,contato3947@borges.com.br,linkedin_ads,SES-00004964,linkedin,paid_social,linkedin_prospecao_q3_2023,/lp/comparativo-erp,47,2023-09-29,0,
LEAD-003949,ACC-01320,contato3948@pastors.a..com.br,paid_search,SES-00098976,google,cpc,google_branded_2023,/lp/roi-calculator,36,2023-09-29,0,
LEAD-003950,ACC-01507,contato3949@costas.a..com.br,paid_search,SES-00065396,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,43,2023-09-29,0,
LEAD-003951,ACC-01421,contato3950@fonseca.com.br,paid_search,SES-00059220,google,cpc,google_branded_2023,/lp/roi-calculator,32,2023-09-29,0,
LEAD-003952,ACC-00831,contato3951@silva.com.br,paid_search,SES-00144500,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,49,2023-09-29,0,
LEAD-003953,ACC-00498,contato3952@cunha-ei.com.br,meta_ads,SES-00007142,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,20,2023-09-29,0,
LEAD-003954,ACC-01589,contato3953@jesus.com.br,email_marketing,SES-00131091,email,email,newsletter_mensal_09_2023,/webinar/integracao-erp-ao-vivo,46,2023-09-29,0,
LEAD-003955,ACC-00188,contato3954@pastor.com.br,linkedin_ads,SES-00083476,linkedin,paid_social,lkd_awareness_2023,/lp/comparativo-erp,40,2023-09-29,0,
LEAD-003956,ACC-01331,contato3955@camposmouras.net.br,email_marketing,SES-00082859,email,email,campanha_email_09-2023,/webinar/integracao-erp-ao-vivo,35,2023-09-29,0,
LEAD-003957,ACC-00613,contato3956@macedoferrei.com.br,organic_search,SES-00076369,google,organic,(not set),/lp/demo-gratis,21,2023-09-29,0,
LEAD-003958,ACC-01879,contato3957@mendonça.org.br,paid_search,SES-00067667,google,cpc,google_branded_2023,/lp/roi-calculator,25,2023-09-29,0,
LEAD-003959,ACC-00806,contato3958@aragão.com.br,direct,SES-00016783,(direct),(none),(direct),/lp/comparativo-erp,50,2023-09-29,0,
LEAD-003960,ACC-00627,contato3959@damotabarros.org.br,paid_search,SES-00127326,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,32,2023-09-29,0,
LEAD-003961,ACC-01708,contato3960@carvalhoefil.com.br,organic_search,SES-00062530,google,organic,,/lp/demo-gratis,58,2023-09-29,0,
LEAD-003962,ACC-00735,contato3961@nunespastor-.com.br,organic_search,SES-00124371,google,organic,(none),/lp/demo-gratis,29,2023-09-29,0,
LEAD-003963,ACC-00478,contato3962@darosasantos.net.br,direct,SES-00080394,(direct),(none),,/lp/comparativo-erp,40,2023-09-29,0,
LEAD-003964,ACC-01583,contato3963@lopespires-m.com.br,meta_ads,SES-00045998,facebook,paid_social,facebook_retargeting_2023,/lp/trial-30-dias,49,2023-09-29,0,
LEAD-003965,ACC-01992,contato3964@rochapereira.com.br,meta_ads,SES-00040352,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,38,2023-09-29,0,
LEAD-003966,ACC-01810,contato3965@darocharibei.com.br,paid_search,SES-00120519,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,47,2023-09-29,0,
LEAD-003967,ACC-01477,contato3966@duarte.com.br,linkedin_ads,SES-00122787,linkedin,paid_social,linkedin_prospecao_q3_2023,/lp/comparativo-erp,30,2023-09-29,0,
LEAD-003968,ACC-01885,contato3967@rezende-me.org.br,paid_search,SES-00013660,google,cpc,google_branded_2023,/lp/roi-calculator,30,2023-09-29,0,
LEAD-003969,ACC-01944,contato3968@gonçalves.com.br,meta_ads,SES-00091512,facebook,paid_social,facebook_retargeting_2023,/lp/trial-30-dias,13,2023-09-30,0,
LEAD-003970,ACC-00519,contato3969@vasconcelos.com.br,organic_search,SES-00082928,google,organic,(not set),/lp/demo-gratis,34,2023-09-30,0,
LEAD-003971,ACC-01316,contato3970@pimenta.net.br,linkedin_ads,SES-00061063,linkedin,paid_social,linkedin_prospecao_q3_2023,/lp/comparativo-erp,17,2023-09-30,0,
LEAD-003972,ACC-01571,contato3971@duartes.a..com.br,organic_search,SES-00071347,google,organic,(not set),/lp/demo-gratis,10,2023-09-30,0,
LEAD-003973,ACC-01293,contato3972@pimentaramos.net.br,meta_ads,SES-00109136,facebook,paid_social,facebook_retargeting_2023,/lp/trial-30-dias,28,2023-09-30,0,
LEAD-003974,ACC-01316,contato3973@pimenta.net.br,paid_search,SES-00056860,google,cpc,google_branded_2023,/lp/roi-calculator,29,2023-10-01,0,
LEAD-003975,ACC-01341,contato3974@britodacosta.com.br,email_marketing,SES-00144411,email,email,newsletter_mensal_10_2023,/webinar/integracao-erp-ao-vivo,52,2023-10-01,0,
LEAD-003976,ACC-00606,contato3975@limarezendes.com.br,organic_search,SES-00025149,google,organic,(none),/lp/demo-gratis,35,2023-10-01,0,
LEAD-003977,ACC-01019,contato3976@duarte.com.br,paid_search,SES-00010079,google,cpc,google_branded_2023,/lp/roi-calculator,16,2023-10-02,0,
LEAD-003978,ACC-00474,contato3977@piresrocha-m.net.br,meta_ads,SES-00008449,facebook,paid_social,ig_gestores_b2b_q4,/lp/trial-30-dias,37,2023-10-02,0,
LEAD-003979,ACC-01794,contato3978@viana.com.br,linkedin_ads,SES-00062675,linkedin,paid_social,linkedin_prospecao_q4_2023,/lp/comparativo-erp,44,2023-10-02,0,
LEAD-003980,ACC-00869,contato3979@darocha.org.br,meta_ads,SES-00048064,facebook,paid_social,facebook_retargeting_2023,/lp/trial-30-dias,47,2023-10-02,0,
LEAD-003981,ACC-01362,contato3980@moura.com.br,paid_search,SES-00006884,google,cpc,google_branded_2023,/lp/roi-calculator,28,2023-10-02,0,
LEAD-003982,ACC-00112,contato3981@silveira.com.br,paid_search,SES-00002293,google,cpc,pesquisa_concorrentes_q4_2023,/lp/roi-calculator,28,2023-10-02,0,
LEAD-003983,ACC-01183,contato3982@camargoefilh.com.br,direct,SES-00137059,(direct),(none),,/lp/comparativo-erp,17,2023-10-02,0,
LEAD-003984,ACC-00821,contato3983@montenegrome.com.br,organic_search,SES-00109833,google,organic,,/lp/demo-gratis,22,2023-10-02,0,
LEAD-003985,ACC-00629,contato3984@siqueira.com.br,organic_search,SES-00107935,google,organic,(not set),/lp/demo-gratis,39,2023-10-02,0,
LEAD-003986,ACC-01190,contato3985@vieira.com.br,paid_search,SES-00017027,google,cpc,google_branded_2023,/lp/roi-calculator,49,2023-10-02,0,
LEAD-003987,ACC-01128,contato3986@leãodacosta-.com.br,paid_search,SES-00094242,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,53,2023-10-02,0,
LEAD-003988,ACC-00007,contato3987@teixeirafern.com.br,webinar_evento,SES-00093053,webinar,evento,evento_crm_gestores_q4,/lp/demo-gratis,49,2023-10-02,0,
LEAD-003989,ACC-00420,contato3988@damotanovais.com.br,email_marketing,SES-00009838,email,email,newsletter_mensal_10_2023,/webinar/integracao-erp-ao-vivo,48,2023-10-02,0,
LEAD-003990,ACC-00667,contato3989@camposalbuqu.net.br,paid_search,SES-00067464,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,28,2023-10-02,0,
LEAD-003991,ACC-00502,contato3990@nascimento.com.br,direct,SES-00038329,(direct),(none),(direct),/lp/comparativo-erp,40,2023-10-02,0,
LEAD-003992,ACC-00876,contato3991@cavalcante-e.com.br,paid_search,SES-00016324,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,35,2023-10-02,0,
LEAD-003993,ACC-01832,contato3992@mendonça.net.br,organic_search,SES-00013130,google,organic,(not set),/lp/demo-gratis,37,2023-10-03,0,
LEAD-003994,ACC-01891,contato3993@montenegro.com.br,meta_ads,SES-00145386,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,25,2023-10-03,0,
LEAD-003995,ACC-01670,contato3994@darosa.net.br,meta_ads,SES-00111421,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,10,2023-10-03,0,
LEAD-003996,ACC-00969,contato3995@marquesguerr.net.br,linkedin_ads,SES-00019981,linkedin,paid_social,linkedin_prospecao_q4_2023,/lp/comparativo-erp,41,2023-10-03,0,
LEAD-003997,ACC-00573,contato3996@oliveiragome.net.br,linkedin_ads,SES-00047277,linkedin,paid_social,linkedin_decisores_ti_2023,/lp/comparativo-erp,62,2023-10-03,0,
LEAD-003998,ACC-00360,contato3997@gonçalves.com.br,paid_search,SES-00009114,google,cpc,google_branded_2023,/lp/roi-calculator,57,2023-10-03,0,
LEAD-003999,ACC-01420,contato3998@sales.net.br,paid_search,SES-00127423,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,27,2023-10-03,0,
LEAD-004000,ACC-01237,contato3999@novaes.com.br,organic_search,SES-00016343,google,organic,,/lp/demo-gratis,54,2023-10-03,0,
LEAD-004001,ACC-00590,contato4000@carvalho-me.com.br,paid_search,SES-00096247,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,44,2023-10-03,0,
LEAD-004002,ACC-00118,contato4001@melos/a.org.br,paid_search,SES-00069343,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,24,2023-10-03,0,
LEAD-004003,ACC-01886,contato4002@dacruzmendes.net.br,direct,SES-00121059,(direct),(none),(not set),/lp/comparativo-erp,19,2023-10-03,0,
LEAD-004004,ACC-00529,contato4003@gomes.com.br,organic_search,SES-00056355,google,organic,(not set),/lp/demo-gratis,48,2023-10-03,0,
LEAD-004005,ACC-01709,contato4004@pimentamonte.net.br,linkedin_ads,SES-00087029,linkedin,paid_social,linkedin_decisores_ti_2023,/lp/comparativo-erp,43,2023-10-03,0,
LEAD-004006,ACC-01305,contato4005@ribeiro.com.br,paid_search,SES-00008697,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,51,2023-10-03,0,
LEAD-004007,ACC-01675,contato4006@fernandes.net.br,email_marketing,SES-00145472,email,email,campanha_email_10-2023,/webinar/integracao-erp-ao-vivo,28,2023-10-03,0,
LEAD-004008,ACC-00655,contato4007@marques.com.br,meta_ads,SES-00097753,facebook,paid_social,meta_awareness_2023,/lp/trial-30-dias,27,2023-10-03,0,
LEAD-004009,ACC-01014,contato4008@costelas.a..org.br,email_marketing,SES-00123349,email,email,email_nurture_leads_2023,/webinar/integracao-erp-ao-vivo,18,2023-10-03,0,
LEAD-004010,ACC-00820,contato4009@cassiano.org.br,organic_search,SES-00117310,google,organic,(not set),/lp/demo-gratis,57,2023-10-03,0,
LEAD-004011,ACC-00370,contato4010@novaes.net.br,organic_search,SES-00068684,google,organic,,/lp/demo-gratis,48,2023-10-03,0,
LEAD-004012,ACC-01209,contato4011@nogueira.net.br,paid_search,SES-00052449,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,23,2023-10-03,0,
LEAD-004013,ACC-00548,contato4012@nogueira.com.br,webinar_evento,SES-00104091,webinar,evento,evento_crm_gestores_q4,/lp/demo-gratis,41,2023-10-03,0,
LEAD-004014,ACC-01288,contato4013@sales.com.br,organic_search,SES-00045436,google,organic,(not set),/lp/demo-gratis,35,2023-10-04,0,
